"branch","url","sha","ahead","behind","contained","patch_equivalent_to_main","patch_check","last_activity","author","subject","changed_file_count","subsystems","name_family","classification","recommended_action","confidence","uncertainty"
"fix/5956-cline-response-envelope","https://github.com/KooshaPari/OmniRoute/tree/fix%2F5956-cline-response-envelope","84ac95ab12f9e8635f331aaa96357235d25b92be","4644","224","False","False","not-run","7/3/2026 4:40:10 AM","KooshaPari","Merge remote-tracking branch 'origin/release/v3.8.44' into pr-6046","0","none","fix-5956-cline-response-envelope","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/5973-nonjson-ci-rescue","https://github.com/KooshaPari/OmniRoute/tree/fix%2F5973-nonjson-ci-rescue","6370b56ef63bfd083e5f027ff824467a69398811","4540","224","False","False","not-run","7/2/2026 7:27:04 PM","Koosha Pari","test: split responses local shell coverage","0","none","fix-5973-nonjson-ci-rescue","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/5974-retry-after-ci-rescue","https://github.com/KooshaPari/OmniRoute/tree/fix%2F5974-retry-after-ci-rescue","71dcf6c872daaf25a2f0a66c08bb2dcca27c2545","4540","224","False","False","not-run","7/2/2026 4:59:44 PM","Koosha Pari","fix: clear retry-after JSON CI gates","0","none","fix-5974-retry-after-ci-rescue","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/5976-complexity-rescue","https://github.com/KooshaPari/OmniRoute/tree/fix%2F5976-complexity-rescue","1dab46c96d5e16fbb56d365d16d8c5efd78515ce","4630","224","False","False","not-run","7/2/2026 9:52:55 PM","Koosha Pari","ci: rebaseline quota PR against release","0","none","fix-5976-complexity-rescue","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/5976-quota-ci-rescue","https://github.com/KooshaPari/OmniRoute/tree/fix%2F5976-quota-ci-rescue","dbe25438ae0df94f2f650a0206246bfdb707bf26","4565","224","False","False","not-run","7/2/2026 4:18:16 PM","Koosha Pari","fix: clear quota fallback CI gates","0","none","fix-5976-quota-ci-rescue","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/6022-decision-trace","https://github.com/KooshaPari/OmniRoute/tree/fix%2F6022-decision-trace","8c47760a98d3eb51c2d1d4bfd935314f2b5a399c","4541","224","False","False","not-run","7/3/2026 2:27:27 AM","KooshaPari","feat(combo): add decision trace header","0","none","fix-6022-decision-trace","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/6026-agentbridge-tool-result","https://github.com/KooshaPari/OmniRoute/tree/fix%2F6026-agentbridge-tool-result","eabcf828e78387ebc7eddda513fcc3dc787a76fc","4670","224","False","False","not-run","7/3/2026 2:38:49 PM","Diego Rodrigues de Sa e Souza","Merge remote-tracking branch 'origin/release/v3.8.44' into fix/6026-agentbridge-tool-result","0","none","fix-6026-agentbridge-tool-result","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/6051-gitlab-tool-calls","https://github.com/KooshaPari/OmniRoute/tree/fix%2F6051-gitlab-tool-calls","f82d6fd32bd7632176a58f5370728fe06ea53b6b","4638","224","False","False","not-run","7/3/2026 4:15:15 AM","KooshaPari","fix(gitlab): emulate tool calls","0","none","fix-6051-gitlab-tool-calls","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/6062-copilot-web-timeout","https://github.com/KooshaPari/OmniRoute/tree/fix%2F6062-copilot-web-timeout","f09732de6f46b65711669127a55fba1915766bf0","4537","224","False","False","not-run","7/3/2026 3:52:53 AM","KooshaPari","fix(auth): persist combo 429 cooldowns","0","none","fix-6062-copilot-web-timeout","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"fix/6711-review-validation","https://github.com/KooshaPari/OmniRoute/tree/fix%2F6711-review-validation","374b5c8a94008e31174afde18ca24a773044d8e0","4908","224","False","False","not-run","7/11/2026 8:56:32 PM","Diego Rodrigues de Sa e Souza","Merge branch 'release/v3.8.47' into fix/6711-review-validation","0","none","fix-6711-review-validation","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/accelerate-router-issue-agent-20260704","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Faccelerate-router-issue-agent-20260704","623e0d5418947c07b194b8d911f8875c4da9cc75","4563","224","False","False","not-run","7/14/2026 4:03:25 PM","KooshaPari","feat(issue-agent): route recorded triage through chat","0","none","accelerate-router-issue-agent","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/bifrost-manifest-gate","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fbifrost-manifest-gate","50998be8ac0621d280013b7cf44934dc472ea6f0","4565","224","False","False","not-run","7/2/2026 1:53:38 PM","Diego Rodrigues de Sa e Souza","Merge remote-tracking branch 'origin/release/v3.8.44' into koosha/bifrost-manifest-gate","0","none","bifrost-manifest-gate","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/bun-build-pack-scripts","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fbun-build-pack-scripts","51f9fd4d7972559fa92a7464e37eef50674f126b","4538","224","False","False","not-run","6/30/2026 5:59:40 AM","KooshaPari","chore(bun): run node runtime check with bun","0","none","bun-build-pack-scripts","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/bun-ci-check-scripts","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fbun-ci-check-scripts","e8c367ca5f60ab42c52eaa983df8bd3c451b0f7e","4577","224","False","False","not-run","6/30/2026 11:06:24 AM","KooshaPari","chore(bun): run CI script checks with bun","0","none","bun-ci-check-scripts","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/bun-migration-clean","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fbun-migration-clean","e4ef0f3f112996a2e85a39727b0bbb1ecce64be7","4683","224","False","False","not-run","6/30/2026 3:20:05 AM","KooshaPari","fix(i18n): add missing sidebar gamification label","0","none","bun-migration-clean","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/bun-migration-finish","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fbun-migration-finish","d403b488d5f6690ae8c95660a1afa66ddef64dea","4672","224","False","False","not-run","6/30/2026 3:15:26 AM","KooshaPari","fix(i18n): add missing sidebar gamification label","0","none","bun-migration-finish","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/bun-pack-artifact-safe","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fbun-pack-artifact-safe","42c9b06b7bceea355181c672195e2ca72e217493","4578","224","False","False","not-run","6/30/2026 11:07:02 AM","KooshaPari","fix(build): make pack validator bun safe","0","none","bun-pack-artifact-safe","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/bun-script-entrypoints","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fbun-script-entrypoints","e2d991d5ef8dea03644200925cd0200bed1f6368","4576","224","False","False","not-run","6/30/2026 11:05:54 AM","KooshaPari","chore(bun): run validated ts scripts with bun","0","none","bun-script-entrypoints","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/ci-install-bun-runtime","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fci-install-bun-runtime","63647734ca4a8f71f6f77e2e41452981fe3bee01","4575","224","False","False","not-run","6/30/2026 11:04:46 AM","KooshaPari","chore(bun): add locked bun runtime dependency","0","none","ci-install-bun-runtime","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/consolidation-2026-07-14","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fconsolidation-2026-07-14","cbc8ecdd048ab99756cf170d8db65e11cbe80cde","2","89","False","False","not-run","7/14/2026 4:28:26 AM","KooshaPari","fix(tests): export BIFROST_TAG and restore cost analysis pricing","3","core;other;routing","consolidation","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/docs-relay-backend-contract","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fdocs-relay-backend-contract","ea6c3d97757b276ea121447e040efb31decc35b0","4537","224","False","False","not-run","6/30/2026 6:39:52 AM","KooshaPari","docs(relay): clarify backend routing contract","0","none","docs-relay-backend-contract","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/authz-tailscale-cgnat","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fauthz-tailscale-cgnat","ffc3b0c30ea1eb94e30e0b49f8f0b6df2c0415a7","4568","224","False","False","not-run","6/24/2026 5:38:07 PM","Koosha Pari","chore(test-discovery): move route-guard-tailscale.test.ts under authz/","0","none","feat-authz-tailscale-cgnat","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/factory-droid-provider","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Ffactory-droid-provider","504b8e3d7090098bba3eb005a03aacce25096407","4575","224","False","False","not-run","6/26/2026 6:35:48 PM","KooshaPari","test(providers): add Factory registry test + fix env-doc-sync (Rule #18)","0","none","feat-factory-droid-provider","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/live-ws-lan-allowlist","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Flive-ws-lan-allowlist","112d1235a04a17a2f8366ef68993f9c80ac8959a","4579","224","False","False","not-run","6/23/2026 7:21:38 PM","Koosha Pari","fix(combo-api): apply standardized COMBO_003 error shape to POST collection route","0","none","feat-live-ws-lan-allowlist","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/observability-auto-instrument","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fobservability-auto-instrument","2e7188a4d777443aa82af31b2a07730248496958","4567","224","False","False","not-run","6/24/2026 8:29:00 PM","KooshaPari","feat(observability): auto-instrumentation for fetch/db/cache + Next.js proxy span","0","none","feat-observability-auto-instrument","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/observability-otel-bootstrap","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fobservability-otel-bootstrap","4f4b9f384db28d1e856bd1a1c4fdd0a092e62c91","4566","224","False","False","not-run","6/24/2026 6:06:55 PM","Koosha Pari","feat(observability): bootstrap OTel SDK + Prometheus metrics + Pino-style logger","0","none","feat-observability-otel-bootstrap","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/perf-cache","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fperf-cache","7dffdbf8f4752f6f678362834faaf59413b4088b","4597","224","False","False","not-run","6/25/2026 10:25:23 PM","KooshaPari","feat(cache): PR-036 multi-tier LRU cache + stampede protection","0","none","feat-perf-cache","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/perf-query","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fperf-query","29ca146704e2a41d6f7114fce0aa125ef74be1f3","4597","224","False","False","not-run","6/25/2026 9:15:40 PM","KooshaPari","feat(cache): PR-037 query-response cache + normalized cache key derivation","0","none","feat-perf-query","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/perf-stream","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fperf-stream","aa43b764c4559433d890cc931bc0571d4fe93d18","4597","224","False","False","not-run","6/25/2026 10:09:12 PM","KooshaPari","feat(streaming): PR-038 backpressure + coalescing + keepalive","0","none","feat-perf-stream","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr006-traceparent","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr006-traceparent","3c1904cb54f57fd5eeb53f2706479fcade8e9965","4566","224","False","False","not-run","6/24/2026 11:25:56 PM","KooshaPari","feat(observability): distributed W3C traceparent propagation + full OTel stack (PR-006)","0","none","feat-sprint-pr006-traceparent","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr007-cost","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr007-cost","8751e2f702b1159ad768f180d4a2e218c57cbfa9","4567","224","False","False","not-run","6/25/2026 3:13:21 AM","KooshaPari","feat(observability): per-tenant cost meters + quota gauges (PR-007 spec surface)","0","none","feat-sprint-pr007-cost","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr008-alerts","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr008-alerts","c1de1b4b4250b9a71810d67c4ba625ae1af86253","4566","224","False","False","not-run","6/25/2026 3:56:00 AM","KooshaPari","feat(observability): Prometheus alert rules + SLO definitions (PR-008)","0","none","feat-sprint-pr008-alerts","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr009-health","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr009-health","cd623adc147a0f6ed51b4a6b525cd156e97e79e3","4566","224","False","False","not-run","6/25/2026 3:54:07 AM","KooshaPari","feat(observability): /api/health deep checks + structured error codes (PR-009)","0","none","feat-sprint-pr009-health","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr010-collector","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr010-collector","d947ae0db6b64f8bc75a4ddc62f6b809c435d644","4566","224","False","False","not-run","6/25/2026 3:27:13 AM","KooshaPari","feat(observability): OpenTelemetry collector sidecar config (PR-010)","0","none","feat-sprint-pr010-collector","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr011-sre","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr011-sre","6acb14401e008b078725bce05066a3c45ba30db9","4525","224","False","False","not-run","6/26/2026 1:41:39 AM","Koosha Pari","feat(sre): SRE playbooks + ops scripts (PR-011)","0","none","feat-sprint-pr011-sre","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr012-budget","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr012-budget","eb9acc08e472d75f9bca1c4665f349c17d50946a","4525","224","False","False","not-run","6/25/2026 5:15:10 PM","Koosha Pari","feat(sre): error budget tracker + burn-rate alerts (PR-012)","0","none","feat-sprint-pr012-budget","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr013-chaos","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr013-chaos","f3dc82b2d831b60bc2dd455c4bfb0d42979d23c2","4525","224","False","False","not-run","6/25/2026 6:04:58 PM","Koosha Pari","feat(chaos): chaos engineering test suite + fault injection (PR-013)","0","none","feat-sprint-pr013-chaos","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr014-deps","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr014-deps","14e5b8082f587ac4ef83ea0e056eb6404afabbe6","4525","224","False","False","not-run","6/26/2026 1:54:44 AM","KooshaPari","feat(deps): automated dependency audit, renewal, and vulnerability gates (PR-014)","0","none","feat-sprint-pr014-deps","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat/sprint-pr015-sbom","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat%2Fsprint-pr015-sbom","94f76950db5579dbb517ae280a02f7bbdde5a9c4","4525","224","False","False","not-run","6/25/2026 6:33:19 PM","Koosha Pari","feat(security): SBOM generation + supply chain attestation (PR-015)","0","none","feat-sprint-pr015-sbom","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/feat-provider-manifest-etag","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffeat-provider-manifest-etag","95a4c8f0f4ecd9b8a0ad1bbb5e6dac050bcac645","4979","224","False","False","not-run","7/14/2026 12:51:18 AM","KooshaPari","docs(sidecar): describe manifest conditional refresh","0","none","feat-provider-manifest-etag","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix/codex-drop-local-shell","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix%2Fcodex-drop-local-shell","04e9c0252e9bc6ecd58cc5950b14bd625f71cf84","4663","224","False","False","not-run","6/28/2026 9:19:36 PM","KooshaPari","fix(codex): drop local_shell tool from Codex executor (#5251)","0","none","fix-codex-drop-local-shell","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix/combo-api-error-shape","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix%2Fcombo-api-error-shape","b7e1c1ae7d3797a5d0a52c4fdfcc827c30b3c243","4566","224","False","False","not-run","6/23/2026 5:24:34 PM","Koosha Pari","fix(combo-api): standardize 400 error shape + stable flow node IDs","0","none","fix-combo-api-error-shape","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix/combos-isactive-guard","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix%2Fcombos-isactive-guard","3bc0667d35b8369b85f6cd6038bf21443b65fc92","4595","224","False","False","not-run","6/24/2026 2:23:34 AM","KooshaPari","fix(combos): guard isActive toggle against partial-state 400","0","none","fix-combos-isactive-guard","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix/credential-cas-bifrost-mutex","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix%2Fcredential-cas-bifrost-mutex","368dc8caa6c3527cbfafe5b05f034d3f2d79ca1a","4662","224","False","False","not-run","6/28/2026 12:42:54 PM","KooshaPari","chore(v47): sustainment infra — pillar-checks.yml + alert.sh + push-scorecard.sh","0","none","fix-credential-cas-bifrost-mutex","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-antigravity-gemini-test","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-antigravity-gemini-test","30aa436800b7b458ffc2f61a8a61ee8f7b42128b","4962","224","False","False","not-run","7/13/2026 5:53:24 PM","KooshaPari","test(translator): align Antigravity Gemini thinking default","0","none","fix-antigravity-gemini-test","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-batch-e2e-readiness","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-batch-e2e-readiness","6fd9f08625169be679b2676016623961011a7069","4567","224","False","False","not-run","6/30/2026 10:51:10 AM","KooshaPari","fix(test): use lightweight health probe for batch e2e","0","none","fix-batch-e2e-readiness","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-bifrost-stream-timeout","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-bifrost-stream-timeout","49a0b5151aac6e0c0117acd350bea9ebf4d56c5d","4976","224","False","False","not-run","7/14/2026 1:14:28 AM","KooshaPari","fix(relay): bound Bifrost stream lifetime","0","none","fix-bifrost-stream-timeout","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-codeql-stack-trace","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-codeql-stack-trace","707530e640fa301ce6d0fc4c53674227afc1d5f6","4537","224","False","False","not-run","6/30/2026 6:39:53 AM","KooshaPari","fix(security): avoid rendering error stacks","0","none","fix-codeql-stack-trace","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-local-service-route-guards","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-local-service-route-guards","af217a4168345a5feb22e0727154166defc37e55","4545","224","False","False","not-run","6/30/2026 6:44:39 AM","KooshaPari","test(checks): cover Windows backslash path normalization (#5613)","0","none","fix-local-service-route-guards","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-proxy-i18n-parity","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-proxy-i18n-parity","3fd0824d70b12e45bf041c124c263ce867546f4d","4977","224","False","False","not-run","7/13/2026 6:00:49 PM","KooshaPari","fix(i18n): restore proxy registry key parity","0","none","fix-proxy-i18n-parity","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-test-discovery-gemini","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-test-discovery-gemini","42741eebfef0c69011f8c8bfd8230d98c2a6de9f","4976","224","False","False","not-run","7/13/2026 11:44:04 PM","KooshaPari","fix(ci): collect Gemini translator tests","0","none","fix-test-discovery-gemini","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/fix-test-masking-hermetic","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ffix-test-masking-hermetic","95772fdf35339159f163e38d32cd0adb160eb58b","4962","224","False","False","not-run","7/13/2026 5:58:31 PM","KooshaPari","test(ci): make masking self-reference check hermetic","0","none","fix-test-masking-hermetic","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/issue-agent-5980-reconciled-20260714","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fissue-agent-5980-reconciled-20260714","e6a63eb332db5fd865ce1acd7bdd56b1454d0ac3","4561","224","False","False","not-run","7/14/2026 3:32:35 PM","KooshaPari","fix: validate issue agent run requests","0","none","issue-agent-5980-reconciled","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/post-313-ci-fixes","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fpost-313-ci-fixes","45d2b6e3b5b55bb6a492ba0dfdf28c2b0c15e14d","1","73","False","False","not-run","7/14/2026 1:28:34 PM","KooshaPari","fix(test): align unit/vitest expectations with current APIs","11","core;tests","post-313-ci-fixes","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/provider-manifest-surface","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fprovider-manifest-surface","2c82778a4fa0ddc34d4da110da13c28788626b09","4636","224","False","False","not-run","7/2/2026 9:23:49 PM","KooshaPari","chore(stryker): register account-fallback-retry-after-json test (base-red)","0","none","provider-manifest-surface","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/provider-plugin-manifest","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fprovider-plugin-manifest","75e98455fc9097e8ace85c482120417be93fdba0","4536","224","False","False","not-run","7/2/2026 1:47:44 PM","KooshaPari","feat(providers): add sidecar plugin manifest","0","none","provider-plugin-manifest","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/refactor/bifrost-lazy-reader-cancel-status","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Frefactor%2Fbifrost-lazy-reader-cancel-status","e333cd0100a75f3cfea279fbea1a86960187545d","4568","224","False","False","not-run","6/23/2026 10:19:14 PM","koosha","fix(combos): skip composite-tiers validation on non-graph PUT updates","0","none","refactor-bifrost-lazy-reader-cancel-status","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/refactor/l5-125-slim-v3","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Frefactor%2Fl5-125-slim-v3","5bfa333f02b89f37e6623cd3dbdba28078c3bb9b","4575","224","False","False","not-run","6/23/2026 7:17:46 PM","Koosha Pari","refactor(constants): extract APIKEY_PROVIDERS (1,828 LOC) to co-located file on v3.8.36","0","none","refactor-l5-125-slim","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/sidecar-manifest-header","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fsidecar-manifest-header","6475b5a3c59fdbc74effc01906cb64ce80a1fdb4","4636","224","False","False","not-run","7/3/2026 2:36:39 AM","kooshapari","Rebaseline PR #6007 cognitive drift","0","none","sidecar-manifest-header","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/sidecar-provider-manifest-client","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fsidecar-provider-manifest-client","1d7146deb2507ba12873e6b8b632a2962d4d9dce","4648","224","False","False","not-run","7/6/2026 10:40:14 PM","KooshaPari","test(ci): reconcile complexity gate","0","none","sidecar-provider-manifest-client","duplicate","retain-one-tip;archive-duplicates-after-review","high","identical tip shared by: 6042, koosha/sidecar-provider-manifest-client"
"koosha/sidecar-provider-manifest-client-v3847","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fsidecar-provider-manifest-client-v3847","0849a874c70a2b04ade4709b91dd07894544904d","4978","224","False","False","not-run","7/13/2026 11:51:29 PM","KooshaPari","feat(sidecar): reuse cached provider manifests","0","none","sidecar-provider-manifest-client","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/step-1-bun-ts7-bifrost","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fstep-1-bun-ts7-bifrost","53e1ed7ccc544b6f45edde388165fc342a964f05","4519","224","False","False","not-run","6/25/2026 6:21:46 PM","KooshaPari","feat(step-1): full switch Next.js -> bun + ts7-native-preview + hono + bifrost HTTP sidecar + uv/py3.14","0","none","step-1-bun-ts7-bifrost","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/tsc-cleanup-durable","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Ftsc-cleanup-durable","8a24a8148e276478ff4d8bec99327b6df9191294","4518","224","False","False","not-run","6/25/2026 5:27:44 PM","KooshaPari","wip: combos route WIP preserved at consolidation 20260625","0","none","tsc-cleanup-durable","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/upstream-backend-health-2026-06-21","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fupstream-backend-health-2026-06-21","2654b19f51f530db08921c35e521017b11969098","4533","224","False","False","not-run","6/22/2026 1:12:59 PM","KooshaPari","fix: reject invalid provider cooldown bounds","0","none","upstream-backend-health","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
"koosha/upstream-concurrency-4580-2026-06-21","https://github.com/KooshaPari/OmniRoute/tree/koosha%2Fupstream-concurrency-4580-2026-06-21","e3e545615917090ff7b7886265a35e6d1e68b12c","4582","224","False","False","not-run","6/21/2026 5:13:07 PM","KooshaPari","fix: avoid direct dispatcher stream head-of-line blocking","0","none","upstream-concurrency","salvage","review-and-cherry-pick-to-fresh-main-branch","low","patch identity and subsystem scan incomplete"
